Index,Date,Section,Observation Type,Pass/Fail,Scout,Notes
1943,12/06/2025,B2S1A,staking,pass,Precious,
1944,12/06/2025,B2S1A,leaf colour,pass,Precious,
1945,12/06/2025,B2S1A,soil nutrients,pass,Precious,
1946,12/06/2025,B2S1A,soil moisture,partial,Precious,due to showers of night
1947,12/06/2025,B2S1A,plant growth,pass,Precious,
1948,12/06/2025,B2S1A,pipes,pass,Precious,
1949,12/06/2025,B2S1A,pipes,pass,Precious,
1950,12/06/2025,B2S1A,drippers,pass,Precious,
1951,12/06/2025,B2S1A,flowering,pass,Precious,
1952,12/06/2025,B2S1B,insect pests,pass,Precious,
1953,12/06/2025,B2S1B,diseases,pass,Precious,
1954,12/06/2025,B2S1B,basin weeds,pass,Precious,
1955,12/06/2025,B2S1B,basin formation,pass,Precious,
1956,12/06/2025,B2S1B,inrows,pass,Precious,
1957,12/06/2025,B2S1B,mowing,partial,Precious,inprogress
1958,12/06/2025,B2S1B,pruning,fail,Precious,
1959,12/06/2025,B2S1B,staking,pass,Precious,
1960,12/06/2025,B2S1B,soil moisture,partial,Precious,
1961,12/06/2025,B2S1B,plant growth,pass,Precious,
1962,12/06/2025,B2S1B,leaf colour,pass,Precious,
1963,12/06/2025,B2S1B,soil nutrients,pass,Precious,
1964,12/06/2025,B2S1B,pipes,pass,Precious,
1965,12/06/2025,B2S1B,pipes,pass,Precious,
1966,12/06/2025,B2S1B,drippers,pass,Precious,
1967,12/06/2025,B2S1B,dead plants,pass,Precious,
1968,12/06/2025,B2S1B,flowering,partial,Precious,
1969,12/06/2025,B2S1B,health status,pass,Precious,
1970,12/06/2025,B2S1B,fire guard,partial,Precious,inside was slashed but outside the fence is a fail
1971,12/06/2025,B2S8,Insect pests,fail,Precious,1 green vegetable bug 3 nyphs at first instar stage
1972,12/06/2025,B2S8,diseases,partial,Precious,stem canker to be controlled
1973,12/06/2025,B2S8,basin weeds,pass,Precious,
1974,12/06/2025,B2S8,basin formation,pass,Precious,
1975,12/06/2025,B2S8,inrows,pass,Precious,
1976,12/06/2025,B2S8,mowing,pass,Precious,
1977,12/06/2025,B2S8,soil moisture,partial,Precious,due to showers of night
1978,12/06/2025,B2S8,plant growth,partial,Precious,
1979,12/06/2025,B2S8,leaf colour,partial,Precious,
1980,12/06/2025,B2S8,dead plants,partial,Precious,
1981,12/06/2025,B2S8,pipes,pass,Precious,
1982,12/06/2025,B2S8,pipes,pass,Precious,
1983,12/06/2025,B2S8,drippers,pass,Precious,
1984,12/06/2025,B2S8,fire guard,fail,Precious,to be actioned before hot wethers
1985,12/06/2025,B2S8,health status,partial,Precious,stem canker to be controlled
1986,12/06/2025,B2S8,flowering,partial,Precious,
1987,12/06/2025,B2S8,pruning,partial,Precious,incomplete field
1988,13/06/2025,B2S2,insect pests,pass,Precious,
1989,13/06/2025,B2S2,diseases,partial,Precious,
1990,13/06/2025,B2S2,basin weeds,pass,Precious,
1991,13/06/2025,B2S2,basin formation,pass,Precious,
1992,13/06/2025,B2S2,inrows,pass,Precious,shrubs regrowth
1993,13/06/2025,B2S2,mowing,pass,Precious,
1994,13/06/2025,B2S2,pruning,partial,Precious,
1995,13/06/2025,B2S2,staking,pass,Precious,
1996,13/06/2025,B2S2,soil nutrients,partial,Precious,yellowish of some plants
1997,13/06/2025,B2S2,leaf colour,partial,Precious,
1998,13/06/2025,B2S2,plant growth,partial,Precious,
1999,13/06/2025,B2S2,soil moisture,pass,Precious,
2000,13/06/2025,B2S2,dead plants,pass,Precious,
2001,13/06/2025,B2S2,pipes,pass,Precious,
2002,13/06/2025,B2S2,pipes,pass,Precious,
2003,13/06/2025,B2S2,drippers,pass,Precious,
2004,13/06/2025,B2S2,flowering,partial,Precious,
2005,13/06/2025,B2S2,fire guard,pass,Precious,
2006,13/06/2025,B2S2,health status,partial,Precious,
2007,13/06/2025,B2S3,insect pests,pass,Precious,
2008,13/06/2025,B2S3,diseases,pass,Precious,
2009,13/06/2025,B2S3,basin weeds,partial,Precious,weeds regrowth
2010,13/06/2025,B2S3,basin formation,pass,Precious,
2011,13/06/2025,B2S3,inrows,pass,Precious,
2012,13/06/2025,B2S3,mowing,pass,Precious,inaccessibles fail
2013,13/06/2025,B2S3,pruning,fail,Precious,
2014,13/06/2025,B2S3,staking,pass,Precious,
2015,13/06/2025,B2S3,leaf colour,pass,Precious,
2016,13/06/2025,B2S3,plant growth,pass,Precious,
2017,13/06/2025,B2S3,soil nutrients,partial,Precious,compost manure is inprogress
2018,13/06/2025,B2S3,pipes,pass,Precious,
2019,13/06/2025,B2S3,pipes,pass,Precious,
2020,13/06/2025,B2S3,drippers,pass,Precious,
2021,13/06/2025,B2S3,fire guard,fail,Precious,
2022,13/06/2025,B2S3,health status,pass,Precious,
2023,13/06/2025,B2S4,insect pests,pass,Precious,
2024,13/06/2025,B2S4,diseases,pass,Precious,
2025,13/06/2025,B2S4,basin weeds,pass,Precious,
2026,13/06/2025,B2S4,inrows,pass,Precious,
2027,13/06/2025,B2S4,mowing,pass,Precious,
2028,13/06/2025,B2S4,basin formation,pass,Precious,
2029,13/06/2025,B2S4,pruning,partial,Precious,
2030,13/06/2025,B2S4,staking,pass,Precious,
2031,13/06/2025,B2S4,leaf colour,pass,Precious,
2032,13/06/2025,B2S4,plant growth,pass,Precious,
2033,13/06/2025,B2S4,soil nutrients,pass,Precious,
2034,13/06/2025,B2S4,pipes,pass,Precious,
2035,13/06/2025,B2S4,pipes,pass,Precious,
2036,13/06/2025,B2S4,drippers,pass,Precious,
2037,13/06/2025,B2S4,fire guard,pass,Precious,
2038,13/06/2025,B2S4,soil moisture,partial,Precious,
2039,13/06/2025,B2S4,health status,pass,Precious,
2040,14/06/2025,B2S5,insect pests,pass,Precious,
2041,14/06/2025,B2S5,diseases,pass,Precious,
2042,14/06/2025,B2S5,basin weeds,pass,Precious,
2043,14/06/2025,B2S5,inrows,partial,Precious,grass recoveries
2044,14/06/2025,B2S5,mowing,partial,Precious,grass recoveries and shrubs at extention
2045,14/06/2025,B2S5,basin formation,pass,Precious,
2046,14/06/2025,B2S5,pruning,pass,Precious,
2047,14/06/2025,B2S5,staking,pass,Precious,
2048,14/06/2025,B2S5,plant growth,pass,Precious,
2049,14/06/2025,B2S5,leaf colour,pass,Precious,
2050,14/06/2025,B2S5,soil nutrients,partial,Precious,compost manure is required
2051,14/06/2025,B2S5,soil moisture,partial,Precious,due to irrigation tank
2052,14/06/2025,B2S5,pipes,pass,Precious,
2053,14/06/2025,B2S5,pipes,pass,Precious,
2054,14/06/2025,B2S5,drippers,pass,Precious,
2055,14/06/2025,B2S5,fire guard,fail,Precious,"to be actioned before August , amonth of fire out breaks"
2056,14/06/2025,B2S5,health status,pass,Precious,
2057,17/06/2025,B1S1,insect pests,fail,Precious,"2 green vegetable bugs adults and unhetched eggs ,black citrus aphids on few flowers ,felted coccid on leaves"
2058,17/06/2025,B1S1,diseases,pass,Precious,
2059,17/06/2025,B1S1,basin weeds,pass,Precious,
2060,17/06/2025,B1S1,basin formation,pass,Precious,
2061,17/06/2025,B1S1,inrows,partial,Precious,black jack need action
2062,17/06/2025,B1S1,mowing,pass,Precious,
2063,17/06/2025,B1S1,pruning,pass,Precious,early fowers are start
2064,17/06/2025,B1S1,staking,pass,Precious,
2065,17/06/2025,B1S1,plant growth,pass,Precious,
2066,17/06/2025,B1S1,leaf colour,pass,Precious,
2067,17/06/2025,B1S1,soil nutrients,pass,Precious,
2068,17/06/2025,B1S1,soil moisture,partial,Precious,
2069,17/06/2025,B1S1,pipes,pass,Precious,
2070,17/06/2025,B1S1,pipes,pass,Precious,
2071,17/06/2025,B1S1,drippers,pass,Precious,
2072,17/06/2025,B1S1,fire guard,fail,Precious,
2073,17/06/2025,B1S1,dead plants,pass,Precious,
2074,17/06/2025,B1S1,health status,pass,Precious,
2075,17/06/2025,B1S1,contours,fail,Precious,
2076,18/06/2025,B2S7,insect pests,fail,Precious,2 green vegetable bugs and their unhetched eggs
2077,18/06/2025,B2S7,diseases,pass,Precious,
2078,18/06/2025,B2S7,basin weeds,pass,Precious,
2079,18/06/2025,B2S7,basin formation,pass,Precious,
2080,18/06/2025,B2S7,inrows,pass,Precious,
2081,18/06/2025,B2S7,pruning,pass,Precious,
2082,18/06/2025,B2S7,staking,pass,Precious,[1]
2083,18/06/2025,B2S7,plant growth,pass,Precious,
2084,18/06/2025,B2S7,leaf colour,pass,Precious,
2085,18/06/2025,B2S7,soil nutrients,pass,Precious,
2086,18/06/2025,B2S7,soil moisture,fail,Precious,irrigation cycles should continues
2087,18/06/2025,B2S7,pipes,pass,Precious,
2088,18/06/2025,B2S7,pipes,pass,Precious,
2089,18/06/2025,B2S7,drippers,pass,Precious,
2090,18/06/2025,B2S7,fire guard,pass,Precious,
2091,18/06/2025,B2S7,dead plants,pass,Precious,
2092,18/06/2025,B2S7,flowering,partial,Precious,
2093,18/06/2025,B2S7,health status,pass,Precious,
2094,18/06/2025,B1S2,insect pests,fail,Precious,1green vegetables bug found
2095,18/06/2025,B1S2,diseases,pass,Precious,
2096,18/06/2025,B1S2,basin weeds,pass,Precious,
2097,18/06/2025,B1S2,basin formation,pass,Precious,
2098,18/06/2025,B1S2,inrows,partial,Precious,
2099,18/06/2025,B1S2,mowing,pass,Precious,
2100,18/06/2025,B1S2,soil moisture,fail,Precious,to be irrigated
2101,18/06/2025,B1S2,soil nutrients,pass,Precious,
2102,18/06/2025,B1S2,plant growth,pass,Precious,
2103,18/06/2025,B1S2,leaf colour,pass,Precious,
2104,18/06/2025,B1S2,pruning,pass,Precious,
2105,18/06/2025,B1S2,staking,pass,Precious,
2106,18/06/2025,B1S2,fire guard,fail,Precious,
2107,18/06/2025,B1S2,pipes,pass,Precious,
2108,18/06/2025,B1S2,pipes,pass,Precious,
2109,18/06/2025,B1S2,drippers,pass,Precious,
2110,18/06/2025,B1S2,dead plants,pass,Precious,
2111,18/06/2025,B1S2,flowering,partial,Precious,few early flowers
2112,18/06/2025,B1S2,health status,pass,Precious,
2113,19/06/2025,B2S6,Insect pests,fail,Precious,3green vegetable bug adults found
2114,19/06/2025,B2S6,diseases,partial,Precious,
2115,19/06/2025,B2S6,basin weeds,pass,Precious,
2116,19/06/2025,B2S6,basin formation,pass,Precious,
2117,19/06/2025,B2S6,inrows,pass,Precious,
2118,19/06/2025,B2S6,mowing,pass,Precious,
2119,19/06/2025,B2S6,soil moisture,fail,Precious,to be irrigated
2120,19/06/2025,B2S6,soil nutrients,partial,Precious,
2121,19/06/2025,B2S6,leaf colour,pass,Precious,
2122,19/06/2025,B2S6,plant growth,pass,Precious,
2123,19/06/2025,B2S6,pruning,partial,Precious,
2124,19/06/2025,B2S6,staking,pass,Precious,
2125,19/06/2025,B2S6,fire guard,fail,Precious,
2126,19/06/2025,B2S6,pipes,pass,Precious,
2127,19/06/2025,B2S6,pipes,pass,Precious,
2128,19/06/2025,B2S6,drippers,pass,Precious,
2129,19/06/2025,B2S6,dead plants,pass,Precious,
2130,19/06/2025,B2S6,flowering,partial,Precious,early flowers are few
2131,19/06/2025,B2S6,health status,partial,Precious,
2132,20/06/2025,B2S8,Insect pests,pass,Precious,3 green vegetable bugs found
2133,20/06/2025,B2S8,basin weeds,pass,Precious,
2134,20/06/2025,B2S8,basin formation,pass,Precious,
2135,20/06/2025,B2S8,inrows,pass,Precious,
2136,20/06/2025,B2S8,mowing,pass,Precious,
2137,20/06/2025,B2S8,soil moisture,fail,Precious,the field is dry
2138,20/06/2025,B2S8,soil nutrients,partial,Precious,
2139,20/06/2025,B2S8,plant growth,partial,Precious,
2140,20/06/2025,B2S8,leaf colour,partial,Precious,
2141,20/06/2025,B2S8,pruning,partial,Precious,inprogress
2142,20/06/2025,B2S8,staking,pass,Precious,
2143,20/06/2025,B2S8,pipes,pass,Precious,
2144,20/06/2025,B2S8,pipes,pass,Precious,
2145,20/06/2025,B2S8,drippers,pass,Precious,
2146,20/06/2025,B2S8,dead plants,pass,Precious,
2147,20/06/2025,B2S8,flowering,partial,Precious,few early flowers
2148,20/06/2025,B2S8,health status,partial,Precious,
2149,21/06/2025,B2S1A,insect pests,pass,Precious,
2150,21/06/2025,B2S1A,diseases,pass,Precious,
2151,21/06/2025,B2S1A,basin weeds,pass,Precious,
2152,21/06/2025,B2S1A,basin formation,pass,Precious,
2153,21/06/2025,B2S1A,inrows,pass,Precious,
2154,21/06/2025,B2S1A,mowing,pass,Precious,
2155,21/06/2025,B2S1A,pruning,fail,Precious,
2156,21/06/2025,B2S1A,staking,pass,Precious,
2157,21/06/2025,B2S1A,soil moisture,fail,Precious,the field is dry
2158,21/06/2025,B2S1A,soil nutrients,pass,Precious,
2159,21/06/2025,B2S1A,plant growth,pass,Precious,
2160,21/06/2025,B2S1A,leaf colour,pass,Precious,
2161,21/06/2025,B2S1A,pipes,pass,Precious,
2162,21/06/2025,B2S1A,pipes,pass,Precious,
2163,21/06/2025,B2S1A,drippers,pass,Precious,
2164,21/06/2025,B2S1A,dead plants,pass,Precious,
2165,21/06/2025,B2S1A,flowering,partial,Precious,
2166,21/06/2025,B2S1A,health status,pass,Precious,
2167,21/06/2025,B2S1B,insect pests,pass,Precious,
2168,21/06/2025,B2S1B,diseases,pass,Precious,
2169,21/06/2025,B2S1B,basin weeds,pass,Precious,
2170,21/06/2025,B2S1B,basin formation,pass,Precious,
2171,21/06/2025,B2S1B,mowing,pass,Precious,was smartly slashed
2172,21/06/2025,B2S1B,inrows,pass,Precious,
2173,21/06/2025,B2S1B,pruning,partial,Precious,few to be pruned
2174,21/06/2025,B2S1B,staking,pass,Precious,
2175,21/06/2025,B2S1B,soil moisture,fail,Precious,
2176,21/06/2025,B2S1B,soil nutrients,pass,Precious,
2177,21/06/2025,B2S1B,plant growth,pass,Precious,
2178,21/06/2025,B2S1B,leaf colour,pass,Precious,
2179,21/06/2025,B2S1B,pipes,pass,Precious,
2180,21/06/2025,B2S1B,pipes,pass,Precious,
2181,21/06/2025,B2S1B,drippers,pass,Precious,
2182,21/06/2025,B2S1B,dead plants,pass,Precious,
2183,21/06/2025,B2S1B,flowering,partial,Precious,very few plants start flowering
2184,21/06/2025,B2S1B,health status,pass,Precious,
2185,23/06/2025,B2S2,insect pests,pass,Precious,
2186,23/06/2025,B2S2,diseases,pass,Precious,
2187,23/06/2025,B2S2,basin weeds,pass,Precious,weeds regrowth
2188,23/06/2025,B2S2,basin formation,pass,Precious,
2189,23/06/2025,B2S2,mowing,pass,Precious,
2190,23/06/2025,B2S2,inrows,pass,Precious,shrubs recoveries
2191,23/06/2025,B2S2,pruning,partial,Precious,few plant to be pruned
2192,23/06/2025,B2S2,staking,pass,Precious,
2193,23/06/2025,B2S2,plant growth,pass,Precious,
2194,23/06/2025,B2S2,leaf colour,partial,Precious,
2195,23/06/2025,B2S2,soil nutrients,pass,Precious,compost manure was applied
2196,23/06/2025,B2S2,pipes,pass,Precious,
2197,23/06/2025,B2S2,pipes,pass,Precious,
2198,23/06/2025,B2S2,drippers,pass,Precious,
2199,23/06/2025,B2S2,dead plants,pass,Precious,
2200,23/06/2025,B2S2,flowering,fail,Precious,very few racemes
2201,23/06/2025,B2S2,fire guard,pass,Precious,
2202,23/06/2025,B2S2,health status,pass,Precious,
2203,23/06/2025,B2S4,Insect pests,pass,Precious,
2204,23/06/2025,B2S4,diseases,pass,Precious,
2205,23/06/2025,B2S4,basin weeds,pass,Precious,
2206,23/06/2025,B2S4,basins,fail,Precious,
2207,23/06/2025,B2S4,inrows,pass,Precious,
2208,23/06/2025,B2S4,mowing,pass,Precious,
2209,23/06/2025,B2S4,pruning,partial,Precious,early tree training
2210,23/06/2025,B2S4,staking,pass,Precious,
2211,23/06/2025,B2S4,plant growth,pass,Precious,
2212,23/06/2025,B2S4,leaf colour,pass,Precious,
2213,23/06/2025,B2S4,soil nutrients,pass,Precious,
2214,23/06/2025,B2S4,pipes,pass,Precious,
2215,23/06/2025,B2S4,pipes,pass,Precious,
2216,23/06/2025,B2S4,drippers,pass,Precious,
2217,23/06/2025,B2S4,dead plants,pass,Precious,
2218,23/06/2025,B2S4,flowering,fail,Precious,
2219,23/06/2025,B2S4,fire guard,pass,Precious,
2220,23/06/2025,B2S4,health status,pass,Precious,
2221,24/06/2025,B2S3,insect pests,pass,Precious,
2222,24/06/2025,B2S3,diseases,pass,Precious,
2223,24/06/2025,B2S3,basin weeds,pass,Precious,due to horse shoe basin making
2224,24/06/2025,B2S3,basin formation,pass,Precious,only 2 lines left
2225,24/06/2025,B2S3,inrows,pass,Precious,
2226,24/06/2025,B2S3,mowing,partial,Precious,
2227,24/06/2025,B2S3,pruning,partial,Precious,first 4lines requires height control
2228,24/06/2025,B2S3,staking,pass,Precious,
2229,24/06/2025,B2S3,soil nutrients,pass,Precious,
2230,24/06/2025,B2S3,soil moisture,partial,Precious,due to irrigation
2231,24/06/2025,B2S3,plant growth,pass,Precious,
2232,24/06/2025,B2S3,leaf colour,pass,Precious,
2233,24/06/2025,B2S3,pipes,pass,Precious,
2234,24/06/2025,B2S3,pipes,pass,Precious,
2235,24/06/2025,B2S3,drippers,pass,Precious,
2236,24/06/2025,B2S3,dead plants,pass,Precious,
2237,24/06/2025,B2S3,flowering,partial,Precious,
2238,24/06/2025,B2S3,fire guard,fail,Precious,
2239,24/06/2025,B2S3,health status,pass,Precious,
2240,24/06/2025,B2S5,Insect pests,pass,Precious,
2241,24/06/2025,B2S5,diseases,pass,Precious,
2242,24/06/2025,B2S5,basin weeds,pass,Precious,weeds regrowth
2243,24/06/2025,B2S5,basin formation,pass,Precious,
2244,24/06/2025,B2S5,inrows,pass,Precious,
2245,24/06/2025,B2S5,mowing,pass,Precious,
2246,24/06/2025,B2S5,soil moisture,fail,Precious,
2247,24/06/2025,B2S5,soil nutrients,pass,Precious,
2248,24/06/2025,B2S5,leaf colour,pass,Precious,
2249,24/06/2025,B2S5,plant growth,pass,Precious,
2250,24/06/2025,B2S5,pipes,pass,Precious,
2251,24/06/2025,B2S5,pipes,pass,Precious,
2252,24/06/2025,B2S5,drippers,pass,Precious,
2253,24/06/2025,B2S5,pruning,pass,Precious,
2254,24/06/2025,B2S5,dead plants,pass,Precious,
2255,24/06/2025,B2S5,flowering,partial,Precious,
2256,24/06/2025,B2S5,fire guard,fail,Precious,
2257,24/06/2025,B2S5,health status,pass,Precious,
2258,26/06/2025,B1S1,insect pests,fail,Precious,4 green vegetable bugs found and some eggs
2259,26/06/2025,B1S1,diseases,pass,Precious,
2260,26/06/2025,B1S1,basin weeds,pass,Precious,
2261,26/06/2025,B1S1,basin formation,pass,Precious,
2262,26/06/2025,B1S1,inrows,fail,Precious,to be slashed toavoid pests hosting
2263,26/06/2025,B1S1,mowing,partial,Precious,inprogress
2264,26/06/2025,B1S1,soil moisture,pass,Precious,only 2 draines record dry
2265,26/06/2025,B1S1,pruning,pass,Precious,
2266,26/06/2025,B1S1,staking,pass,Precious,
2267,26/06/2025,B1S1,soil nutrients,pass,Precious,
2268,26/06/2025,B1S1,leaf colour,pass,Precious,
2269,26/06/2025,B1S1,plant growth,pass,Precious,
2270,26/06/2025,B1S1,contours,fail,Precious,to be slashed
2271,26/06/2025,B1S1,dead plants,pass,Precious,
2272,26/06/2025,B1S1,flowering,partial,Precious,early flowering is low
2273,26/06/2025,B1S1,fire guard,fail,Precious,to be actioned before August a month of fire out break
2274,26/06/2025,B1S1,health status,pass,Precious,
2275,26/06/2025,B1S2,insect pests,fail,Precious,1 green stink bug and some eggs found
2276,26/06/2025,B1S2,diseases,pass,Precious,
2277,26/06/2025,B1S2,basin weeds,pass,Precious,
2278,26/06/2025,B1S2,inrows,fail,Precious,black jack to be slashed
2279,26/06/2025,B1S2,mowing,partial,Precious,
2280,26/06/2025,B1S2,pruning,pass,Precious,
2281,26/06/2025,B1S2,soil moisture,partial,Precious,
2282,26/06/2025,B1S2,staking,pass,Precious,
2283,26/06/2025,B1S2,soil nutrients,pass,Precious,
2284,26/06/2025,B1S2,leaf colour,pass,Precious,
2285,26/06/2025,B1S2,plant growth,pass,Precious,
2286,26/06/2025,B1S2,contours,fail,Precious,
2287,26/06/2025,B1S2,dead plants,pass,Precious,
2288,26/06/2025,B1S2,flowering,partial,Precious,
2289,26/06/2025,B1S2,fire guard,fail,Precious,
2290,26/06/2025,B1S2,health status,pass,Precious,
2291,27/06/2025,B2S7,Insect pests,fail,Precious,1 green stink bug found
2292,27/06/2025,B2S7,diseases,pass,Precious,
2293,27/06/2025,B2S7,basin weeds,pass,Precious,
2294,27/06/2025,B2S7,basin formation,pass,Precious,
2295,27/06/2025,B2S7,inrows,partial,Precious,grass recoveries
2296,27/06/2025,B2S7,mowing,pass,Precious,
2297,27/06/2025,B2S7,pruning,pass,Precious,
2298,27/06/2025,B2S7,staking,pass,Precious,
2299,27/06/2025,B2S7,soil moisture,pass,Precious,due to irrigation
2300,27/06/2025,B2S7,leaf colour,pass,Precious,
2301,27/06/2025,B2S7,plant growth,pass,Precious,
2302,27/06/2025,B2S7,flowering,partial,Precious,
2303,27/06/2025,B2S7,fire guard,pass,Precious,
2304,27/06/2025,B2S7,dead plants,pass,Precious,
2305,27/06/2025,B2S7,soil nutrients,pass,Precious,
2306,27/06/2025,B2S7,health status,pass,Precious,
2307,28/06/2025,B2S6,insect pests,pass,Precious,only eggs of green vegetable bugs found [unhetched]
2308,28/06/2025,B2S6,diseases,pass,Precious,
2309,28/06/2025,B2S6,basin weeds,pass,Precious,
2310,28/06/2025,B2S6,basin formation,pass,Precious,
2311,28/06/2025,B2S6,inrows,pass,Precious,
2312,28/06/2025,B2S6,mowing,pass,Precious,
2313,28/06/2025,B2S6,pruning,pass,Precious,
2314,28/06/2025,B2S6,staking,pass,Precious,
2315,28/06/2025,B2S6,soil moisture,partial,Precious,
2316,28/06/2025,B2S6,soil nutrients,pass,Precious,
2317,28/06/2025,B2S6,leaf colour,pass,Precious,
2318,28/06/2025,B2S6,plant growth,pass,Precious,
2319,28/06/2025,B2S6,pipes,pass,Precious,
2320,28/06/2025,B2S6,pipes,pass,Precious,
2321,28/06/2025,B2S6,drippers,pass,Precious,
2322,28/06/2025,B2S6,dead plants,pass,Precious,
2323,28/06/2025,B2S6,flowering,partial,Precious,
2324,28/06/2025,B2S6,health status,pass,Precious,
2325,30/06/2025,B2S8,insect pests,pass,Precious,
2326,30/06/2025,B2S8,diseases,pass,Precious,
2327,30/06/2025,B2S8,basin weeds,pass,Precious,
2328,30/06/2025,B2S8,basin formation,fail,Precious,
2329,30/06/2025,B2S8,inrows,pass,Precious,
2330,30/06/2025,B2S8,mowing,pass,Precious,inaccessibles fail
2331,30/06/2025,B2S8,soil moisture,pass,Precious,due to heavy rain
2332,30/06/2025,B2S8,pruning,pass,Precious,
2333,30/06/2025,B2S8,staking,pass,Precious,
2334,30/06/2025,B2S8,leaf colour,pass,Precious,
2335,30/06/2025,B2S8,plant growth,pass,Precious,
2336,30/06/2025,B2S8,soil nutrients,pass,Precious,
2337,30/06/2025,B2S8,dead plants,pass,Precious,
2338,30/06/2025,B2S8,pipes,pass,Precious,
2339,30/06/2025,B2S8,pipes,pass,Precious,
2340,30/06/2025,B2S8,drippers,pass,Precious,
2341,30/06/2025,B2S8,flowering,partial,Precious,
2342,30/06/2025,B2S8,fire guard,fail,Precious,
2343,30/06/2025,B2S8,health status,pass,Precious,
2345,01/07/2025,B2S1A,insect pests,pass,Precious,
2346,01/07/2025,B2S1A,diseases,pass,Precious,
2347,01/07/2025,B2S1A,basin weeds,pass,Precious,
2348,01/07/2025,B2S1A,basin formation,pass,Precious,
2349,01/07/2025,B2S1A,inrows,pass,Precious,
2350,01/07/2025,B2S1A,mowing,pass,Precious,
2351,01/07/2025,B2S1A,soil moisture,pass,Precious,
2352,01/07/2025,B2S1A,pruning,pass,Precious,
2353,01/07/2025,B2S1A,staking,pass,Precious,
2354,01/07/2025,B2S1A,soil nutrients,pass,Precious,
2355,01/07/2025,B2S1A,leaf colour,pass,Precious,
2356,01/07/2025,B2S1A,plant growth,pass,Precious,
2357,01/07/2025,B2S1A,fire guard,fail,Precious,
2358,01/07/2025,B2S1A,flowering,partial,Precious,
2359,01/07/2025,B2S1A,dead plants,pass,Precious,
2360,01/07/2025,B2S1A,pipes,pass,Precious,
2361,01/07/2025,B2S1A,pipes,pass,Precious,
2362,01/07/2025,B2S1A,drippers,pass,Precious,
2363,01/07/2025,B2S1A,health status,pass,Precious,
2364,01/07/2025,B2S1A,bud break,partial,Precious,
2365,01/07/2025,B2S1B,insect pests,pass,Precious,
2366,01/07/2025,B2S1B,diseases,pass,Precious,
2367,01/07/2025,B2S1B,basin weeds,pass,Precious,
2368,01/07/2025,B2S1B,inrows,pass,Precious,
2369,01/07/2025,B2S1B,mowing,pass,Precious,
2370,01/07/2025,B2S1B,basin formation,pass,Precious,
2371,01/07/2025,B2S1B,soil moisture,pass,Precious,
2372,01/07/2025,B2S1B,pruning,partial,Precious,
2373,01/07/2025,B2S1B,staking,pass,Precious,
2374,01/07/2025,B2S1B,leaf colour,pass,Precious,
2375,01/07/2025,B2S1B,plant growth,pass,Precious,
2376,01/07/2025,B2S1B,soil nutrients,pass,Precious,
2377,01/07/2025,B2S1B,pipes,pass,Precious,
2378,01/07/2025,B2S1B,pipes,pass,Precious,
2379,01/07/2025,B2S1B,drippers,pass,Precious,
2380,01/07/2025,B2S1B,fire guard,fail,Precious,
2381,01/07/2025,B2S1B,flowering,partial,Precious,
2382,01/07/2025,B2S1B,bud break,partial,Precious,
2383,01/07/2025,B2S1B,health status,pass,Precious,
2384,02/07/2025,B1S1,insect pests,pass,Precious,
2385,02/07/2025,B1S1,diseases,pass,Precious,
2386,02/07/2025,B1S1,basin weeds,pass,Precious,
2387,02/07/2025,B1S1,basin formation,pass,Precious,
2388,02/07/2025,B1S1,inrows,fail,Precious,
2389,02/07/2025,B1S1,mowing,pass,Precious,
2390,02/07/2025,B1S1,soil moisture,pass,Precious,
2391,02/07/2025,B1S1,pruning,pass,Precious,
2392,02/07/2025,B1S1,staking,pass,Precious,
2393,02/07/2025,B1S1,soil nutrients,pass,Precious,
2394,02/07/2025,B1S1,plant growth,pass,Precious,
2395,02/07/2025,B1S1,leaf colour,pass,Precious,
2396,02/07/2025,B1S1,pipes,pass,Precious,
2397,02/07/2025,B1S1,pipes,pass,Precious,
2398,02/07/2025,B1S1,drippers,pass,Precious,
2399,02/07/2025,B1S1,dead plants,pass,Precious,
2400,02/07/2025,B1S1,flowering,partial,Precious,
2401,02/07/2025,B1S1,bud break,pass,Precious,
2402,02/07/2025,B1S1,fire guard,fail,Precious,
2403,02/07/2025,B1S1,health status,pass,Precious,
2404,02/07/2025,B1S2,insect pests,pass,Precious,
2405,02/07/2025,B1S2,diseases,pass,Precious,
2406,02/07/2025,B1S2,basin weeds,pass,Precious,
2407,02/07/2025,B1S2,basin formation,pass,Precious,
2408,02/07/2025,B1S2,inrows,partial,Precious,
2409,02/07/2025,B1S2,mowing,pass,Precious,
2410,02/07/2025,B1S2,soil moisture,pass,Precious,
2411,02/07/2025,B1S2,pruning,pass,Precious,
2412,02/07/2025,B1S2,soil nutrients,pass,Precious,
2413,02/07/2025,B1S2,plant growth,pass,Precious,
2414,02/07/2025,B1S2,leaf colour,pass,Precious,
2415,02/07/2025,B1S2,pipes,pass,Precious,
2416,02/07/2025,B1S2,pipes,pass,Precious,
2417,02/07/2025,B1S2,drippers,pass,Precious,
2418,02/07/2025,B1S2,dead plants,pass,Precious,
2419,02/07/2025,B1S2,flowering,partial,Precious,
2420,02/07/2025,B1S2,bud break,partial,Precious,
2421,02/07/2025,B1S2,fire guard,fail,Precious,
2422,02/07/2025,B1S2,health status,pass,Precious,
2423,03/07/2025,B2S2,insect pests,pass,Precious,
